first_name,last_name,age,latitude,longitude,sourced_2024,sourced_2025,gender,fund
Anastasia,Heidenreich,67,-0.52782,37.391167,TRUE,TRUE,male,FUND2
Daphney,Renner,74,3.173462,36.170201,TRUE,FALSE,male,FUND1
Andreanne,Willms,35,-1.544199,36.827325,FALSE,FALSE,male,FUND3
Patience,Koss,22,0.185685,36.517714,TRUE,TRUE,male,FUND3
Paris,Powlowski,33,3.150705,36.21047,FALSE,FALSE,male,FUND2
Aiyana,Swaniawski,37,-1.379755,37.017389,TRUE,FALSE,female,FUND3
Heaven,Russel,63,0.576944,36.430397,TRUE,TRUE,male,FUND1
Charles,D'Amore,65,2.310267,36.753013,FALSE,TRUE,male,FUND2
Martine,Schmeler,28,3.125016,37.088338,FALSE,FALSE,female,FUND1
Carlie,Tremblay-Cartwright,33,-1.023347,38.252778,FALSE,FALSE,male,FUND1
Ferne,Dickinson,80,1.324156,37.702994,TRUE,FALSE,female,FUND1
Kale,Weimann,50,0.517609,36.933236,FALSE,TRUE,female,FUND1
Jovanny,Morissette,49,-0.196767,37.56498,TRUE,FALSE,male,FUND1
Peggie,Bahringer,68,3.227604,37.453704,TRUE,TRUE,female,FUND2
Presley,Watsica,28,3.012452,37.077764,FALSE,FALSE,female,FUND3
Elody,Batz,66,-0.329896,38.394625,TRUE,TRUE,female,FUND1
Damian,Bergstrom,69,-0.038017,38.195971,TRUE,TRUE,male,FUND2
Jonathon,Kreiger,51,3.143069,38.304505,FALSE,FALSE,female,FUND2
Milan,Bashirian,77,-1.051615,37.17638,FALSE,FALSE,male,FUND1
Rowland,Mills,42,1.628312,37.265926,FALSE,FALSE,male,FUND3
Valentine,Daugherty,65,0.155633,36.244031,TRUE,FALSE,male,FUND2
Hanna,Adams,60,-0.514888,37.047591,TRUE,FALSE,male,FUND3
Clint,Pfannerstill,55,-0.313395,36.347489,FALSE,FALSE,female,FUND3
Jaclyn,Deckow,63,1.7002,37.682408,TRUE,FALSE,male,FUND2
Mazie,Collier,33,2.985141,37.343094,TRUE,FALSE,male,FUND2
Garrison,Senger,65,-0.496114,36.404022,FALSE,TRUE,female,FUND3
Stefanie,Jakubowski,54,-1.505074,36.747081,FALSE,FALSE,male,FUND2
Wayne,Windler,75,0.41398,37.419152,FALSE,FALSE,female,FUND1
Sabryna,Streich,26,0.862665,37.453219,FALSE,TRUE,female,FUND2
Fiona,Pfannerstill,25,-0.818372,37.330699,FALSE,TRUE,male,FUND2
Neil,Franey,38,1.063403,38.146982,FALSE,FALSE,male,FUND2
Joan,Pagac,73,2.277601,36.501948,TRUE,FALSE,male,FUND2
Gloria,Stamm,38,-0.366889,36.659925,TRUE,FALSE,female,FUND1
Vinnie,Walker,62,0.431084,36.852743,TRUE,FALSE,male,FUND1
Kaylah,Muller-Adams,58,2.612679,38.304686,FALSE,FALSE,female,FUND2
Casimer,Hamill,55,-0.785312,36.861144,TRUE,TRUE,female,FUND1
Coby,Stokes,31,1.13639,37.420948,TRUE,TRUE,female,FUND2
Scarlett,Cartwright,56,2.521914,37.817771,FALSE,FALSE,female,FUND1
Anne,Cronin,43,1.984368,36.335661,TRUE,TRUE,male,FUND1
Houston,Rowe,26,-0.080678,36.571885,FALSE,TRUE,male,FUND2
Tremaine,Tillman,50,0.864769,36.461585,TRUE,TRUE,male,FUND1
Shad,Schmeler,24,-1.016499,37.417357,TRUE,FALSE,female,FUND1
Lula,Casper,79,-0.174913,36.23953,TRUE,TRUE,female,FUND1
Lola,Padberg,70,-0.036719,37.486703,TRUE,FALSE,male,FUND1
Estell,Jakubowski,78,-0.154367,36.171415,TRUE,TRUE,female,FUND1
Lilyan,Runolfsdottir,68,-1.27912,36.219607,FALSE,TRUE,female,FUND1
Estevan,Thiel,70,0.956513,37.646237,FALSE,FALSE,male,FUND1
Eddie,Homenick,76,-1.232195,36.737108,TRUE,FALSE,male,FUND3
Greyson,Langworth,53,1.041962,37.867779,TRUE,FALSE,male,FUND2
Madelyn,Gibson-Bradtke,70,1.644058,37.947144,FALSE,TRUE,male,FUND1
Mitchel,Walker,57,1.673722,38.425263,FALSE,TRUE,male,FUND3
Misty,Dicki,35,1.710478,37.191354,TRUE,TRUE,male,FUND2
Cordell,Quitzon,45,3.211793,36.955729,FALSE,TRUE,male,FUND3
Roberto,Bins,74,2.835938,36.883772,FALSE,FALSE,male,FUND3
Rahsaan,Carter,66,-0.637377,36.29971,TRUE,TRUE,male,FUND2
Chelsey,Marks,79,-0.452572,36.882561,FALSE,TRUE,female,FUND1
Christop,Cronin,74,1.833197,36.32944,TRUE,FALSE,female,FUND1
Leta,Berge,50,2.71531,38.189507,FALSE,FALSE,female,FUND3
Elvera,Pfeffer,37,1.461561,37.792419,TRUE,FALSE,female,FUND3
Austen,Swaniawski,23,1.522448,38.059085,FALSE,FALSE,male,FUND3
Roderick,Schneider,32,1.451986,37.107287,FALSE,TRUE,female,FUND2
Llewellyn,Legros,41,-1.056466,37.413152,TRUE,TRUE,male,FUND1
Lue,Stamm,75,-1.391972,36.406468,FALSE,FALSE,female,FUND2
Horacio,Kub,63,1.344085,37.645644,TRUE,FALSE,male,FUND1
Bryce,McKenzie,34,0.676344,37.964792,TRUE,FALSE,female,FUND1
Kaia,Larson,23,-0.756565,37.733615,FALSE,TRUE,female,FUND3
Andres,Armstrong,57,-0.844121,36.396414,FALSE,TRUE,male,FUND3
Jaiden,White,34,0.794837,36.495108,TRUE,TRUE,male,FUND1
Mollie,Wehner,24,2.358386,37.567871,FALSE,FALSE,male,FUND3
Stevie,Koepp,45,-0.199978,36.33534,FALSE,TRUE,male,FUND1
Brown,Funk,47,-1.175211,37.552397,TRUE,TRUE,female,FUND1
Keegan,Schneider,55,1.561415,38.193626,FALSE,TRUE,female,FUND2
Sofia,Rau,68,-0.105418,37.716915,TRUE,FALSE,male,FUND1
Marie,Rau,49,0.259074,36.669483,FALSE,FALSE,female,FUND2
Karl,Veum,29,2.787383,38.19937,TRUE,FALSE,male,FUND1
Colton,Hettinger,51,1.305206,36.387651,TRUE,FALSE,male,FUND1
Ken,Vandervort,77,-0.706496,36.176098,TRUE,FALSE,female,FUND1
Heath,Bahringer,72,-0.199623,37.020948,FALSE,TRUE,female,FUND3
Jeramie,Rolfson,55,1.616249,37.505344,FALSE,TRUE,male,FUND1
Greta,Daniel,72,-1.145622,36.83879,TRUE,TRUE,male,FUND2
Deondre,Mosciski,42,2.949157,36.359726,TRUE,TRUE,female,FUND3
Nathen,Sanford,52,3.15669,38.08162,TRUE,TRUE,female,FUND1
Kaylin,Cronin,52,1.84407,36.768995,FALSE,TRUE,male,FUND1
Hanna,Hilll,32,3.280528,36.182467,FALSE,FALSE,male,FUND2
Hulda,Stiedemann,53,1.778687,37.475346,FALSE,FALSE,male,FUND1
Paolo,Johnson,46,1.726537,36.684734,TRUE,FALSE,female,FUND3
Bernie,Paucek,56,-1.240098,38.387835,FALSE,FALSE,male,FUND3
Salvatore,Shields,23,2.52893,37.743771,FALSE,FALSE,male,FUND3
Idella,Spencer,35,-0.034724,37.195802,TRUE,TRUE,female,FUND3
Margie,Roob,36,0.56046,36.215468,FALSE,FALSE,female,FUND2
Friedrich,Tillman,53,0.195658,36.416952,FALSE,TRUE,male,FUND3
Ayla,Wiza,22,-0.138235,38.27094,TRUE,FALSE,male,FUND2
Ali,Wolff,33,2.212526,36.860764,TRUE,FALSE,male,FUND3
Lyla,Rutherford,69,0.336306,38.418296,FALSE,TRUE,female,FUND3
Hilbert,Hickle,26,-0.025053,36.397917,TRUE,FALSE,male,FUND2
Everardo,Wiza,21,0.515191,38.35075,TRUE,FALSE,female,FUND3
Rhianna,Kulas,76,2.396733,36.800138,TRUE,FALSE,female,FUND2
Makayla,Berge,37,-0.826692,36.887795,TRUE,TRUE,female,FUND2
Cornell,Windler,39,-1.107544,37.888192,FALSE,FALSE,female,FUND1
Percival,Pacocha,48,1.513317,37.107958,FALSE,FALSE,male,FUND1
Iliana,Mohr-Kautzer,57,1.855299,38.38605,FALSE,FALSE,female,FUND1
Andreanne,Daugherty,72,2.33482,37.719227,FALSE,FALSE,female,FUND3
Elenora,Beer,20,2.277823,37.317122,FALSE,FALSE,female,FUND2
Emerson,Schmitt,78,2.426731,37.164499,FALSE,TRUE,female,FUND2
Ardith,Bergnaum,23,0.967217,36.743914,FALSE,FALSE,male,FUND3
Kristoffer,Balistreri,44,0.798436,36.337331,FALSE,FALSE,female,FUND3
Hubert,Bode,56,1.258725,37.651223,TRUE,TRUE,male,FUND3
Mohammed,Weimann-Stehr,36,-1.573232,38.275661,FALSE,TRUE,female,FUND3
Grace,Effertz,76,1.631674,37.58571,FALSE,TRUE,female,FUND1
Sam,Schoen,71,2.733692,37.157297,TRUE,TRUE,female,FUND3
Saul,Mitchell,28,1.489888,37.980801,TRUE,FALSE,female,FUND2
Wava,Medhurst,41,3.302487,37.396009,FALSE,TRUE,female,FUND1
Delpha,King,27,1.035629,37.200491,FALSE,FALSE,male,FUND3
Marisol,Rosenbaum,52,0.055874,38.333787,TRUE,FALSE,female,FUND2
Melody,Mitchell,20,2.699822,36.257734,FALSE,TRUE,female,FUND3
Carlie,Legros,60,0.446548,37.982642,FALSE,TRUE,male,FUND2
Zita,Lehner,66,-0.72934,36.309304,FALSE,FALSE,male,FUND3
Lizzie,Thompson,80,0.183402,37.116133,TRUE,FALSE,male,FUND2
Urban,Robel,46,-0.638079,37.610766,TRUE,FALSE,female,FUND1
Rigoberto,Zulauf,22,1.193866,37.830113,TRUE,FALSE,female,FUND2
Monserrat,Rempel,75,0.148082,37.000354,TRUE,FALSE,male,FUND1
Fredrick,Brekke,74,1.131085,37.800986,FALSE,FALSE,male,FUND1
Alessia,Doyle,21,2.56669,37.424906,FALSE,TRUE,male,FUND1
Nicklaus,Hartmann,24,-0.727527,36.949865,TRUE,FALSE,male,FUND3
Gwen,Altenwerth,65,0.100764,36.538887,FALSE,FALSE,male,FUND2
Meaghan,Waters,42,0.725624,37.745604,FALSE,TRUE,female,FUND2
Watson,Jacobi,39,2.635611,38.364989,FALSE,TRUE,female,FUND3
Carolyn,Ratke,68,1.083211,37.508203,FALSE,FALSE,male,FUND3
Weldon,Swift,68,3.292866,38.178226,TRUE,TRUE,male,FUND1
Sid,Kassulke,69,1.796702,38.362823,TRUE,TRUE,female,FUND2
Jerod,Fay,49,2.732262,36.334952,FALSE,TRUE,male,FUND3
Nikki,Klocko,43,2.263584,37.111245,TRUE,TRUE,male,FUND2
Stacy,DuBuque,47,2.238198,36.765982,FALSE,FALSE,male,FUND3
Hillard,Daugherty,23,1.259942,37.475725,TRUE,FALSE,male,FUND3
Kaycee,Raynor,48,2.82465,38.300871,FALSE,FALSE,male,FUND3
Estella,Botsford,59,-1.326512,37.655297,FALSE,FALSE,female,FUND2
Merlin,King,37,1.979868,38.161239,FALSE,TRUE,male,FUND3
Elaina,Fritsch,67,2.653247,36.375936,TRUE,FALSE,female,FUND3
Linda,Funk-Robel,64,-0.770289,36.221347,TRUE,TRUE,male,FUND2
Emory,Adams,26,2.119191,36.781252,TRUE,TRUE,female,FUND3
Alberta,Schmitt,22,2.754501,37.236877,TRUE,TRUE,female,FUND1
Columbus,Gusikowski,35,1.157381,36.597243,FALSE,TRUE,male,FUND2
Breana,Rau,47,2.156918,37.461464,FALSE,FALSE,female,FUND3
Sasha,Friesen,29,-0.30374,36.283536,TRUE,TRUE,male,FUND3
Annetta,Bins,29,0.918289,36.173413,FALSE,TRUE,female,FUND1
Lorenzo,O'Conner,59,1.769303,36.668134,TRUE,FALSE,male,FUND2
Norene,Satterfield,80,0.102943,36.181438,TRUE,TRUE,male,FUND1
Norbert,Hand,44,3.268694,38.442174,TRUE,FALSE,male,FUND3
Jakayla,Leannon,41,2.892986,38.304684,FALSE,FALSE,male,FUND1
Casper,Will,52,-0.339724,37.093005,TRUE,TRUE,male,FUND3
Leif,Abshire,41,0.938775,37.239592,TRUE,FALSE,female,FUND1
Bernadine,Stokes,31,-0.892866,38.410383,TRUE,TRUE,female,FUND1
Justyn,Kris,59,3.13523,38.426823,FALSE,TRUE,male,FUND3
Leonora,DuBuque,32,-0.534588,37.824584,TRUE,FALSE,female,FUND2
Clair,Streich,71,0.560037,37.097392,FALSE,TRUE,female,FUND1
Bryana,Satterfield,25,-1.204641,36.425593,TRUE,FALSE,female,FUND2
Jaylan,Doyle,70,-1.475257,36.929983,TRUE,TRUE,female,FUND3
Ulices,Bailey,66,2.694129,38.189636,FALSE,TRUE,male,FUND2
Darrel,Bosco,27,1.36903,36.758707,TRUE,TRUE,female,FUND1
Curt,Abshire,70,0.033999,36.831697,TRUE,FALSE,male,FUND2
Amiya,Jaskolski,29,2.469067,37.876219,FALSE,FALSE,female,FUND1
Nettie,Keebler,74,-0.135304,37.105364,TRUE,TRUE,male,FUND1
Destinee,Roberts,24,0.00538,37.826771,TRUE,TRUE,male,FUND1
Willard,Dooley,23,-1.218133,37.632168,TRUE,FALSE,male,FUND1
Willard,Lemke-Altenwerth,52,1.365345,38.120521,TRUE,FALSE,female,FUND2
Jordane,Runte-Howe,33,0.068346,37.789611,TRUE,TRUE,male,FUND3
Jaylan,Abshire,57,0.355679,37.43952,FALSE,FALSE,male,FUND3
Karlie,Doyle,78,2.76957,37.6005,FALSE,TRUE,female,FUND1
Kayleigh,Ledner,39,-0.405965,37.902875,FALSE,FALSE,female,FUND3
Jonas,Bartoletti,75,-0.761621,37.133944,TRUE,TRUE,female,FUND1
Adele,Hoppe,75,0.063637,36.88577,TRUE,FALSE,male,FUND1
Okey,Mosciski,20,2.502275,37.594528,TRUE,TRUE,male,FUND1
Jon,Schamberger,36,0.219924,36.521189,FALSE,TRUE,female,FUND2
Baby,Keebler,72,-0.519842,38.305057,TRUE,TRUE,female,FUND1
Annie,Effertz,80,2.000896,37.481124,FALSE,TRUE,female,FUND3
Flavio,Leffler,69,0.804112,37.478639,TRUE,TRUE,male,FUND1
Gust,Schulist,63,0.45914,37.513013,FALSE,FALSE,female,FUND2
Caden,Walker,39,3.227799,38.413009,FALSE,TRUE,male,FUND1
Anita,Wiza,22,-0.4439,37.739358,TRUE,TRUE,male,FUND3
Aliyah,Purdy,71,-1.062498,36.278966,FALSE,TRUE,female,FUND3
Lottie,Kuhn,77,-0.460953,37.448303,FALSE,FALSE,male,FUND2
Sherman,Kilback,42,1.93618,37.304802,TRUE,FALSE,female,FUND3
Jayce,Upton,37,2.224923,37.140183,FALSE,FALSE,male,FUND1
Llewellyn,Crona,40,1.26841,37.252294,FALSE,FALSE,female,FUND2
Mikel,Hegmann,47,-0.937866,37.646514,FALSE,FALSE,male,FUND1
Una,Kohler,37,-0.902777,37.242737,FALSE,FALSE,male,FUND3
Nico,Miller,65,2.783564,37.941961,TRUE,FALSE,male,FUND1
Riley,Nienow,79,2.051488,36.606338,TRUE,TRUE,male,FUND2
Annalise,Legros,27,2.2886,38.158448,TRUE,TRUE,male,FUND3
Burnice,Abbott,62,-0.661394,38.281206,FALSE,FALSE,male,FUND3
Alize,Schulist,38,0.899367,38.310282,TRUE,TRUE,female,FUND1
Jedediah,Shields,48,-0.617486,38.348754,TRUE,TRUE,male,FUND2
Buford,Barrows,35,1.602927,36.167301,TRUE,FALSE,male,FUND2
Caleigh,Wolf,55,-0.984137,37.836491,FALSE,FALSE,male,FUND3
Leanna,Macejkovic-Breitenberg,27,2.56211,38.124699,TRUE,TRUE,female,FUND3
Queen,Purdy,66,0.662692,37.588682,FALSE,FALSE,female,FUND1
Liza,Blanda,38,0.160017,37.661165,FALSE,TRUE,female,FUND1
Lavonne,Nader,25,-1.575568,37.380266,TRUE,FALSE,female,FUND3
Colton,Lebsack,27,3.160011,37.933534,FALSE,TRUE,male,FUND2
Mya,Rogahn,77,0.086155,37.718285,TRUE,FALSE,male,FUND1
Ericka,Luettgen,24,-1.275264,38.345481,FALSE,FALSE,female,FUND3
Emmalee,Stoltenberg,64,-1.104357,37.184146,TRUE,FALSE,female,FUND3
Frederique,Crona,49,-0.045878,36.91891,FALSE,FALSE,female,FUND2
Merritt,Wolf,54,1.855479,38.404236,FALSE,FALSE,male,FUND1
Rory,Jones,24,2.645188,38.360174,FALSE,FALSE,male,FUND2
Owen,Lynch,56,0.58184,36.978216,TRUE,FALSE,male,FUND3
Nayeli,Dietrich,35,2.16445,37.369396,FALSE,TRUE,male,FUND2
Jennifer,Welch,37,1.338144,38.241877,FALSE,FALSE,male,FUND3
Adrienne,Rutherford-Hirthe,70,1.687121,36.670633,TRUE,FALSE,male,FUND1
Zion,Bogan,54,-0.953152,38.086999,TRUE,TRUE,female,FUND3
Janae,Lowe,47,-1.208658,37.863638,FALSE,TRUE,male,FUND3
Abelardo,Donnelly,37,1.908182,36.741273,FALSE,FALSE,female,FUND1
Barrett,Nikolaus,62,-1.329845,36.17395,FALSE,FALSE,female,FUND2
Oren,Botsford,75,-0.903915,37.204603,FALSE,TRUE,male,FUND1
Payton,Mertz,70,0.998308,36.684703,TRUE,FALSE,male,FUND1
Laron,Thiel,23,1.455619,37.086312,TRUE,FALSE,female,FUND2
Beryl,Paucek,62,1.084949,37.189932,TRUE,FALSE,female,FUND1
Sammie,Beer,59,1.37408,36.544828,FALSE,FALSE,female,FUND3
Gaetano,Boyle,76,2.32095,37.67173,TRUE,FALSE,female,FUND1
Cielo,Kunde,76,0.115138,36.979797,FALSE,FALSE,male,FUND3
Kay,Reichel,65,-1.529302,37.832505,TRUE,TRUE,female,FUND3
Margret,Hegmann,25,1.271151,37.582736,TRUE,FALSE,male,FUND1
Price,Heathcote,45,-1.433536,37.522275,FALSE,FALSE,male,FUND3
Randall,Wolf,20,-1.209661,36.185997,FALSE,TRUE,male,FUND3
Stevie,Jenkins,49,0.941164,37.883649,FALSE,FALSE,male,FUND2
Nestor,Stiedemann,67,-1.072999,37.019464,TRUE,TRUE,female,FUND3
Viva,Aufderhar,52,0.649421,36.443775,TRUE,TRUE,male,FUND2
Manuel,Swaniawski,77,-0.774241,36.618538,TRUE,TRUE,female,FUND2
Marielle,Kirlin,34,-0.841835,37.08959,FALSE,TRUE,male,FUND2
Arvid,Grimes,34,-0.666235,36.981065,FALSE,TRUE,male,FUND3
Dock,Breitenberg,51,2.721385,37.973371,TRUE,FALSE,female,FUND2
Nathan,Prosacco,37,3.273442,36.450959,FALSE,TRUE,female,FUND2
Clemmie,Ratke,60,1.244594,37.250884,FALSE,TRUE,male,FUND1
Jaqueline,Yundt,31,-0.972883,37.903135,TRUE,FALSE,female,FUND1
Odell,Koepp,35,3.058815,36.915308,FALSE,TRUE,male,FUND2
Vince,Denesik,23,-1.029306,36.273435,FALSE,FALSE,male,FUND1
Shanelle,Towne,57,2.393339,37.032408,FALSE,FALSE,male,FUND3
Kyler,Quitzon,38,2.042783,38.385177,TRUE,FALSE,male,FUND2
Noel,Cummings,28,1.106251,37.160657,TRUE,TRUE,female,FUND1
Aiden,Will,78,-1.536919,37.782567,TRUE,FALSE,male,FUND3
Santino,Wunsch,53,0.507025,37.748924,FALSE,TRUE,male,FUND3
Hunter,Abbott,75,-1.408501,37.622347,FALSE,FALSE,male,FUND2
Carson,Turner,38,0.432038,36.464991,FALSE,FALSE,female,FUND2
Clarabelle,Block,28,2.346925,37.152755,FALSE,FALSE,male,FUND1
Jeramy,Conroy,65,0.772311,36.780764,TRUE,TRUE,female,FUND3
Aiyana,Rosenbaum-Bradtke,51,-0.222232,36.169069,FALSE,FALSE,male,FUND3
Mittie,Raynor,71,-0.000886,37.410063,FALSE,FALSE,female,FUND2
Lupe,Murphy,26,-1.551138,38.367507,TRUE,TRUE,female,FUND3
Thelma,Purdy-Powlowski,53,2.953448,38.281086,TRUE,TRUE,female,FUND3
Susie,Langosh,74,-1.082719,37.908324,TRUE,FALSE,female,FUND1
Thelma,Kuphal,59,3.146547,37.418835,FALSE,FALSE,female,FUND2
Rossie,Kuhlman,74,2.804378,37.172568,TRUE,TRUE,female,FUND3
Kaleigh,Wuckert,72,2.332014,37.044567,TRUE,FALSE,male,FUND1
Johan,Nikolaus,80,2.06156,36.654917,FALSE,FALSE,male,FUND3
Eleanore,Deckow,78,0.106427,37.624918,FALSE,FALSE,male,FUND3
Laisha,Schulist,26,0.193735,38.144661,TRUE,TRUE,female,FUND2
Kari,Satterfield,33,2.687506,36.22831,FALSE,FALSE,female,FUND3
Tara,Beier,68,-0.124529,36.996489,TRUE,TRUE,male,FUND2
Winfield,Davis,62,0.627489,38.174816,FALSE,FALSE,female,FUND2
Paul,Hammes,73,1.177554,36.964402,TRUE,TRUE,male,FUND2
Alexys,Weber,30,2.833529,37.703709,TRUE,TRUE,female,FUND1
Baby,Casper,27,2.713468,37.841587,FALSE,TRUE,male,FUND1
Josiane,Heidenreich,35,1.877734,36.845836,TRUE,TRUE,male,FUND2
Lindsey,Hoppe,41,1.643258,37.672039,FALSE,TRUE,male,FUND2
Mikel,Torp,30,2.405589,36.607745,FALSE,FALSE,male,FUND2
Katheryn,Franecki,63,0.3013,37.587753,FALSE,FALSE,male,FUND3
Zaria,Armstrong,75,-1.227301,37.939191,TRUE,FALSE,male,FUND3
Shad,Luettgen,31,2.516573,36.573905,FALSE,FALSE,male,FUND1
Ralph,Wilderman,75,3.215388,36.235068,TRUE,TRUE,male,FUND1
Marco,Conroy,41,2.954341,37.267953,FALSE,TRUE,male,FUND2
Chelsie,Douglas,50,2.619001,36.210447,FALSE,FALSE,male,FUND3
Grover,Lowe,29,0.855568,36.921151,FALSE,FALSE,male,FUND1
Bethel,Considine,47,2.162906,36.412942,FALSE,FALSE,female,FUND2
Ezequiel,Friesen,50,-1.053188,36.554693,FALSE,FALSE,female,FUND3
Michael,Feil,42,2.788084,36.885289,TRUE,TRUE,female,FUND3
Otto,Nienow,79,-0.265403,37.494171,FALSE,TRUE,male,FUND1
Audie,Medhurst,35,-0.112945,37.44986,TRUE,TRUE,female,FUND2
Ardella,Turcotte,51,2.818013,36.604266,FALSE,TRUE,male,FUND1
Leda,Mills,30,-0.499515,36.949897,TRUE,TRUE,female,FUND3
Evalyn,Gutkowski,27,1.224813,38.017222,FALSE,FALSE,male,FUND2
Terrence,Cummerata,31,3.149179,37.552135,TRUE,TRUE,male,FUND2
Kenyon,Hills,66,-1.288237,36.769498,FALSE,FALSE,female,FUND1
Jo,Nienow,78,3.25034,38.159917,TRUE,FALSE,male,FUND1
Benton,Emard,53,-0.736194,37.163914,TRUE,TRUE,male,FUND1
Craig,Blanda,62,0.495778,38.415092,TRUE,FALSE,female,FUND3
Randal,Gibson,75,-0.667749,37.2335,FALSE,FALSE,male,FUND1
Aliya,Klein,65,-1.360319,38.318541,TRUE,FALSE,male,FUND2
Josefina,Frami,44,0.263917,37.174689,TRUE,FALSE,male,FUND1
Anna,Bosco,50,-1.605886,38.240371,TRUE,TRUE,female,FUND2
Haven,Osinski,47,1.602329,36.561293,FALSE,TRUE,male,FUND2
Joana,Ankunding,54,-0.852567,38.301955,FALSE,TRUE,male,FUND2
Carlotta,Flatley,41,-0.079822,37.710652,FALSE,FALSE,female,FUND1
Mario,Ratke,40,0.916155,36.183152,TRUE,TRUE,female,FUND1
Janice,Bartoletti,58,-0.112194,37.517289,FALSE,FALSE,female,FUND2
Willy,Zboncak,28,2.168092,38.140949,TRUE,TRUE,female,FUND1
Hardy,Bashirian,35,0.794195,37.342213,TRUE,FALSE,female,FUND3
Roxanne,Schinner,26,-0.83049,36.711068,FALSE,TRUE,female,FUND3
Dina,Glover,24,0.508506,37.221145,FALSE,FALSE,male,FUND2
Fiona,Kessler,31,0.961689,38.310219,TRUE,TRUE,male,FUND3
Destini,Stroman,51,-1.588243,38.014336,FALSE,TRUE,female,FUND1
Doris,Yundt,41,0.645369,37.168272,FALSE,FALSE,female,FUND2
Rod,Jakubowski,43,2.543756,37.898124,FALSE,FALSE,female,FUND3
Shaina,Senger,21,-1.562416,37.658016,TRUE,FALSE,male,FUND1
Neoma,Hahn,21,1.781241,37.342121,TRUE,TRUE,male,FUND2
Branson,Wilderman,33,2.160091,38.172277,TRUE,FALSE,male,FUND1
Leila,McCullough,56,-1.170717,37.76712,FALSE,FALSE,female,FUND3
Everett,Reichel,47,2.658797,36.182833,FALSE,FALSE,female,FUND2
Marta,Dickens,45,3.10309,36.188044,TRUE,TRUE,female,FUND1
Nyasia,Wuckert,55,-1.083292,38.450552,FALSE,TRUE,female,FUND1
Elwyn,Upton,76,2.81883,37.226714,FALSE,FALSE,female,FUND3
Katheryn,Hagenes,50,-0.554274,37.7734,FALSE,FALSE,male,FUND1
Mia,Shields,61,1.710646,36.555005,FALSE,TRUE,female,FUND3
Julius,Prohaska,23,0.819988,36.581676,FALSE,TRUE,female,FUND2
Madyson,Little,32,-1.458016,37.692156,TRUE,TRUE,female,FUND1
Genevieve,Powlowski,38,2.572925,36.88232,FALSE,FALSE,female,FUND1
Ambrose,Wolf-Champlin,22,-0.977006,38.066569,FALSE,TRUE,female,FUND3
Greg,Bernier,48,0.267991,38.170765,TRUE,TRUE,male,FUND3
Verda,Bartoletti,74,-1.425208,37.480456,FALSE,TRUE,male,FUND1
Unique,Little,41,0.351525,36.57187,FALSE,FALSE,male,FUND1
Mina,Roob,77,2.570132,37.200627,FALSE,FALSE,male,FUND2
Gregg,Balistreri,47,3.242419,38.202537,TRUE,TRUE,female,FUND2
Gisselle,Hayes,60,1.395736,37.012578,FALSE,FALSE,male,FUND2
Dudley,Howe,68,-1.104761,36.555763,FALSE,FALSE,female,FUND1
Jade,Marquardt,55,-1.166345,36.624131,TRUE,TRUE,male,FUND3
Horace,Rippin,68,1.933653,37.809015,FALSE,TRUE,male,FUND1
Jeanette,Marks,23,2.338562,37.829785,FALSE,TRUE,female,FUND3
Taryn,Corkery,40,1.978418,36.844891,FALSE,FALSE,male,FUND3
Lucious,Franey,54,2.760942,36.326621,FALSE,FALSE,female,FUND1
Colt,Barton,20,0.844017,36.409158,FALSE,FALSE,female,FUND1
Berniece,Paucek,66,3.062541,37.71488,FALSE,FALSE,male,FUND3
Aubrey,Metz,24,2.374341,37.780702,FALSE,FALSE,male,FUND1
Leonora,Nicolas,55,-0.411737,37.983548,TRUE,FALSE,female,FUND2
Alek,Quigley,32,-0.630423,38.074863,TRUE,FALSE,female,FUND1
Ethyl,Ebert,34,2.645151,36.212582,TRUE,FALSE,female,FUND2
Breana,Boyle,33,0.385351,37.986564,TRUE,TRUE,female,FUND2
Adaline,Donnelly,21,2.050542,37.60476,FALSE,TRUE,female,FUND2
Freeda,Yundt,56,0.624244,37.415875,TRUE,TRUE,male,FUND1
Landen,Kiehn,69,2.693377,38.073626,TRUE,TRUE,female,FUND3
Berta,Nicolas,45,-1.031923,36.360465,FALSE,FALSE,female,FUND1
Denis,Bosco,48,0.053684,38.118972,TRUE,TRUE,male,FUND1
Marilou,Frami,25,-1.39639,37.352633,TRUE,FALSE,male,FUND3
Duncan,Dach,75,0.277488,37.675698,FALSE,TRUE,male,FUND1
Bernardo,Mitchell,21,-0.47727,36.520351,TRUE,FALSE,male,FUND3
Charlotte,Kozey,61,3.288121,36.605077,TRUE,FALSE,male,FUND2
Deontae,Spencer,44,1.449366,36.250104,FALSE,TRUE,male,FUND3
Karina,Fadel,36,-0.476575,37.806068,TRUE,TRUE,female,FUND1
Alfred,Heathcote-Crist,34,-1.448697,37.817939,FALSE,FALSE,female,FUND2
Cora,Franey,67,1.305458,36.855858,TRUE,FALSE,female,FUND3
Billie,Mills,68,1.984681,37.820829,TRUE,FALSE,female,FUND3
Genoveva,Kuhn,29,-1.499432,37.071167,TRUE,FALSE,male,FUND1
Savanah,Nikolaus,76,1.334503,38.357566,TRUE,TRUE,female,FUND2
Jessy,Ziemann-Grimes,28,-1.092824,37.933499,TRUE,TRUE,female,FUND2
